no,id,group,firstParti,sndParti,gender,age,residentArea,maritalStatus,children,occupation,education,covidInfecRecord,vaccRecord1stSurvey,vaccReservation,device,start_time,end_time,time
2084,9nNFrvCAzECo,23,,,2,63,17,2,1,12,6,2,3,2,2,2021-08-28 16:46:25,2021-08-28 16:47:51,1
2085,DwCD7JN6ZsDc,19,,,2,28,12,2,1,12,2,2,3,2,1,2021-08-28 16:46:32,2021-08-28 16:47:06,1
2087,5sz2DK85HzWI,8,,,2,31,14,1,2,1,6,2,3,1,1,2021-08-28 16:46:58,2021-08-28 16:47:37,1
2091,KTKwiOGqF2Ub,23,,,2,66,13,2,1,12,2,2,3,2,4,2021-08-28 16:47:46,2021-08-28 16:48:29,1
2094,CafL0gTTVjD1,3,,,1,42,14,1,2,1,6,2,3,1,4,2021-08-28 16:47:55,2021-08-28 16:48:39,1
2109,nIcGoi5KzO5L,1,,,1,25,11,2,1,1,6,2,3,1,4,2021-08-28 16:50:43,2021-08-28 16:51:50,1
2115,Ilfxm9fkKgzV,11,,,2,61,28,2,1,11,5,2,3,1,5,2021-08-28 16:51:32,2021-08-28 16:52:12,1
2126,xIcjgqOyTXKC,18,,,1,73,13,2,1,14,6,2,3,2,3,2021-08-28 16:53:06,2021-08-28 16:54:20,1
2136,buXFyy75SgaZ,21,,,2,45,1,1,2,5,2,2,3,2,1,2021-08-28 16:54:20,2021-08-28 16:55:13,1
2140,H7doiuirjMZ4,1,,,1,25,7,1,2,1,6,2,3,1,1,2021-08-28 16:54:54,2021-08-28 16:55:38,1
2148,FDt7MmBcnybI,21,,,2,46,13,2,1,11,2,2,3,2,1,2021-08-28 16:55:49,2021-08-28 16:56:30,1
2154,VpqCZFFDGLx0,4,,,1,52,31,2,1,6,2,2,3,1,1,2021-08-28 16:57:20,2021-08-28 16:58:17,1
2157,MmFDLcCOjMV5,15,,,1,47,23,1,2,1,6,2,3,2,2,2021-08-28 16:57:37,2021-08-28 16:58:19,1
2161,V6sNsQwvZmYn,24,,,2,72,31,2,1,12,6,2,3,2,1,2021-08-28 16:58:40,2021-08-28 16:59:52,1
2162,o5AdOpefD1jm,9,,,2,47,13,2,2,6,6,2,3,1,4,2021-08-28 16:58:22,2021-08-28 16:59:10,1
2172,WIcxLlkfQ3IL,23,,,2,63,23,2,1,11,2,2,3,2,1,2021-08-28 16:59:46,2021-08-28 17:02:25,3
2176,vS2lh0f4XmTl,15,,,1,49,13,2,1,1,4,2,3,2,2,2021-08-28 17:00:02,2021-08-28 17:00:41,1
2188,2uD9Xw2E8jeI,17,,,1,61,13,2,1,14,6,2,3,2,5,2021-08-28 17:01:32,2021-08-28 17:02:18,1
2203,jI3feFck4L9w,23,,,2,67,12,2,1,12,5,2,3,2,4,2021-08-28 17:04:04,2021-08-28 17:08:26,4
2207,NLBn70aj7J0z,23,,,2,62,14,2,2,12,6,2,3,2,5,2021-08-28 17:04:14,2021-08-28 17:04:47,1
2208,2kRHyG5q7biK,23,,,2,66,13,2,1,12,5,2,3,2,4,2021-08-28 17:04:19,2021-08-28 17:06:00,2
2220,UkNuGa5SkDTc,8,,,2,31,21,3,2,1,3,2,3,1,2,2021-08-28 17:05:28,2021-08-28 17:06:43,1
2229,g8QDHx2bLASa,8,,,2,39,13,2,1,12,2,2,3,1,1,2021-08-28 17:06:49,2021-08-28 17:07:20,1
2244,z8bPmhZdWR09,4,,,1,58,15,1,2,15,4,2,3,1,1,2021-08-28 17:08:59,2021-08-28 17:09:51,1
2246,igLf6XmwM8Nw,23,,,2,60,42,2,2,12,2,2,3,2,4,2021-08-28 17:09:03,2021-08-28 17:11:01,2
2255,LZLSRZ3DUt9C,17,,,1,63,3,2,2,5,6,2,3,2,5,2021-08-28 17:10:00,2021-08-28 17:10:53,1
2259,VKKyxm86uwgs,2,,,1,32,46,1,2,1,6,2,3,1,1,2021-08-28 17:10:28,2021-08-28 17:11:39,1
2263,1rUe7dH9YMSP,11,,,2,60,13,3,1,11,6,2,3,1,4,2021-08-28 17:11:52,2021-08-28 17:12:32,1
2278,2sdUmZbtYmGE,3,,,1,49,23,1,2,11,2,2,3,1,1,2021-08-28 17:13:41,2021-08-28 17:14:34,1
2281,PAw8ZOmzK1MU,12,,,2,70,2,2,1,12,4,2,3,1,4,2021-08-28 17:13:52,2021-08-28 17:14:57,1
2289,T8bZzcV4k1R4,17,,,1,61,40,2,1,6,6,2,3,2,5,2021-08-28 17:14:53,2021-08-28 17:15:40,1
2290,FannMyndo5eU,17,,,1,66,22,2,2,14,6,2,3,2,5,2021-08-28 17:14:56,2021-08-28 17:15:54,1
2306,WtuV3IbCn7go,22,,,2,52,37,1,2,1,4,2,3,2,4,2021-08-28 17:16:14,2021-08-28 17:16:50,1
2311,38wxOr6rEYEB,23,,,2,60,27,2,1,11,6,2,3,2,4,2021-08-28 17:16:53,2021-08-28 17:17:44,1
2314,i8eM1jPwXRF0,1,,,1,29,13,1,2,1,6,2,3,1,1,2021-08-28 17:17:42,2021-08-28 17:18:31,1
2315,J6S4tnKmTTHF,24,,,2,71,13,2,1,4,2,2,3,2,4,2021-08-28 17:18:05,2021-08-28 17:18:57,1
2334,NGralqMqjuHr,8,,,2,39,28,1,2,1,6,2,3,1,1,2021-08-28 17:20:46,2021-08-28 19:48:00,147
2338,BxP08d6JoASl,8,,,2,31,27,1,2,14,5,2,3,1,1,2021-08-28 17:21:08,2021-08-28 17:21:48,1
2341,2TZHACX6MsZD,21,,,2,48,27,2,2,12,6,2,3,2,1,2021-08-28 17:22:06,2021-08-28 17:23:01,1
2343,kxJmz7hDWYUE,24,,,2,70,34,3,1,14,4,2,3,2,1,2021-08-28 17:22:18,2021-08-28 17:23:33,1
2352,pjxlAr5Q0KMW,23,,,2,66,27,3,1,11,2,2,3,2,1,2021-08-28 17:24:02,2021-08-28 17:27:50,4
2359,BCyjKiLFKWID,16,,,1,50,2,2,1,4,6,2,3,2,1,2021-08-28 17:24:28,2021-08-28 17:25:28,1
2366,QwB2ki2iYx9E,24,,,2,70,32,2,1,12,5,2,3,2,4,2021-08-28 17:24:43,2021-08-28 17:25:38,1
2372,p7GRGBJt9S4G,8,,,2,39,2,2,1,12,4,2,3,1,1,2021-08-28 17:25:04,2021-08-28 17:26:59,2
2373,eroPtpdy8MTK,17,,,1,64,1,3,2,5,2,2,3,2,5,2021-08-28 17:25:10,2021-08-28 17:26:21,1
2376,I2v5hyUT3vPd,16,,,1,50,4,3,1,1,2,2,3,2,4,2021-08-28 17:25:37,2021-08-28 17:26:33,1
2378,dOxeXuNJEqcv,23,,,2,62,23,3,2,14,5,2,3,2,4,2021-08-28 17:26:09,2021-08-28 17:27:30,1
2379,aq27PmZyoGb7,23,,,2,68,23,2,1,14,2,2,3,2,4,2021-08-28 17:26:09,2021-08-28 17:27:04,1
2380,fWbv9o0uKscB,4,,,1,51,13,2,2,4,6,2,3,1,4,2021-08-28 17:26:19,2021-08-28 17:27:03,1
2381,4Rhbfc0h3aLR,8,,,2,37,11,2,1,12,4,2,3,1,1,2021-08-28 17:26:23,2021-08-28 17:27:11,1
2383,LCcaeOZYTSNB,2,,,1,38,13,2,1,4,7,2,3,1,1,2021-08-28 17:27:12,2021-08-28 17:27:57,1
2385,NbfVFcK1pr1z,7,,,2,26,1,2,2,12,6,2,3,1,1,2021-08-28 17:27:36,2021-08-28 17:28:14,1
2386,vR3HG9skTwx3,8,,,2,38,13,1,2,1,2,2,3,1,1,2021-08-28 17:27:42,2021-08-28 17:28:25,1
2416,XPkwMxtO4yzF,21,,,2,49,14,2,2,12,4,2,3,2,1,2021-08-28 17:33:22,2021-08-28 17:34:19,1
2434,WP7BiJsSOaBf,16,,,1,57,27,1,2,14,6,2,3,2,5,2021-08-28 17:35:38,2021-08-28 17:36:26,1
2439,60v6OZcTRnba,5,,,1,61,27,1,2,14,6,2,3,1,5,2021-08-28 17:36:01,2021-08-28 17:38:52,3
2449,ZT4LiqxJ1i2T,8,,,2,34,13,2,1,12,6,2,3,1,1,2021-08-28 17:36:59,2021-08-28 17:37:43,1
2456,W553tcFa46wk,24,,,2,72,11,3,1,14,6,2,3,2,5,2021-08-28 17:38:29,2021-08-28 17:39:22,1
2470,j1rsRGHi50ns,7,,,2,27,25,2,1,12,6,2,3,1,1,2021-08-28 17:41:00,2021-08-28 17:41:51,1
2473,bonVifqc52ca,24,,,2,70,27,2,1,12,6,2,3,2,4,2021-08-28 17:41:37,2021-08-28 17:42:51,1
2479,e0pIjySqOrkC,9,,,2,42,25,3,1,14,4,2,3,1,1,2021-08-28 17:42:32,2021-08-28 17:43:16,1
2486,EJlTln6KQFLG,18,,,1,71,22,1,2,15,6,2,3,2,5,2021-08-28 17:43:06,2021-08-28 17:44:14,1
2490,9Yq2zr6YsKnZ,24,,,2,71,30,1,2,11,5,2,3,2,5,2021-08-28 17:43:38,2021-08-28 17:47:20,4
2499,qIzcdhAudntt,18,,,1,77,39,2,1,14,6,2,3,2,4,2021-08-28 17:44:36,2021-08-28 17:45:51,1
2500,obzyYculbHHn,8,,,2,35,9,3,1,11,2,2,3,1,1,2021-08-28 17:44:40,2021-08-28 17:46:25,2
2501,6nwWRmmMta2C,18,,,1,73,14,2,1,14,2,2,3,2,1,2021-08-28 17:44:44,2021-08-28 17:45:20,1
2503,tcD7RetY9J46,16,,,1,57,13,2,2,7,2,2,3,2,1,2021-08-28 17:44:55,2021-08-28 17:45:45,1
2506,RdeFUW6vDKPj,1,,,1,29,13,1,2,1,6,2,3,1,1,2021-08-28 17:45:30,2021-08-28 17:47:20,2
2508,bJOIIu8x6Gzo,18,,,1,73,12,3,2,15,2,2,3,2,5,2021-08-28 17:45:40,2021-08-28 17:46:59,1
2521,CsdlYgqz55RD,10,,,2,58,11,2,1,11,3,2,3,1,1,2021-08-28 17:46:47,2021-08-29 4:12:26,626
2527,jaJhNKy1zslE,5,,,1,60,13,2,1,1,2,2,3,1,4,2021-08-28 17:47:37,2021-08-28 17:54:42,7
2568,z0wujmRelrbu,9,,,2,40,13,2,2,1,7,2,3,1,1,2021-08-28 17:53:46,2021-08-28 17:54:32,1
2570,gOVv3prPTU2e,16,,,1,57,9,2,1,10,6,2,3,2,5,2021-08-28 17:53:50,2021-08-28 17:54:46,1
2611,bKCRSci93wsh,21,,,2,44,26,1,2,1,6,2,3,2,4,2021-08-28 17:58:50,2021-08-28 17:59:37,1
2617,XXPhx313YNd4,16,,,1,58,1,1,2,6,4,2,3,2,2,2021-08-28 17:59:49,2021-08-28 18:00:38,1
2621,SHfS0GavKJ5y,4,,,1,52,38,2,1,2,6,2,3,1,5,2021-08-28 18:00:24,2021-08-28 18:01:18,1
2631,dZU7uS8qI61o,16,,,1,50,14,1,2,1,1,2,3,2,6,2021-08-28 18:02:26,2021-08-28 18:03:35,1
2637,ZbiSqNRfovmq,1,,,1,23,27,1,2,14,6,2,3,1,1,2021-08-28 18:02:53,2021-08-28 18:03:29,1
2639,F6IGGfTcZbFm,24,,,2,74,17,3,2,14,8,2,3,2,1,2021-08-28 18:03:28,2021-08-28 18:04:35,1
2641,McVxMyTD6cik,23,,,2,61,34,1,2,14,4,2,3,2,1,2021-08-28 18:03:43,2021-08-28 18:04:29,1
2645,xNOZRMMuikUJ,17,,,1,63,13,1,1,7,6,2,3,2,4,2021-08-28 18:04:05,2021-08-28 18:04:48,1
2646,YmU1CICx8qdy,11,,,2,62,14,2,1,12,6,2,3,1,4,2021-08-28 18:04:05,2021-08-28 18:05:07,1
2651,hxmzzFwqqzOb,23,,,2,62,34,2,1,12,5,2,3,2,1,2021-08-28 18:04:51,2021-08-28 18:05:46,1
2661,uiGMFxhneNYR,23,,,2,63,23,2,1,12,2,2,3,2,2,2021-08-28 18:06:18,2021-08-28 18:07:01,1
2678,X1yBVj8Vc0vC,4,,,1,56,28,2,1,2,2,2,3,1,1,2021-08-28 18:08:07,2021-08-28 18:09:13,1
2695,owKAUxmdxyXY,17,,,1,63,23,2,2,14,6,2,3,2,5,2021-08-28 18:12:02,2021-08-28 18:12:38,1
2703,HvWV97iVUiww,5,,,1,64,14,1,2,14,6,2,3,1,5,2021-08-28 18:12:41,2021-08-28 18:13:18,1
2709,VenhkKm6PigX,23,,,2,60,35,1,2,6,5,2,3,2,4,2021-08-28 18:13:23,2021-08-28 18:14:09,1
2719,fuBxi6JKNdtO,16,,,1,56,10,2,1,6,2,2,3,2,4,2021-08-28 18:14:25,2021-08-28 18:15:29,1
2723,s1i0GLxQDAWS,24,,,2,70,11,2,1,14,6,2,3,2,1,2021-08-28 18:15:10,2021-08-28 18:16:49,2
2732,DBmMjUyliThb,11,,,2,62,1,2,2,11,6,2,3,1,4,2021-08-28 18:16:38,2021-08-28 18:17:44,1
2737,csFj8Iuz3aDk,9,,,2,47,24,3,1,1,6,2,3,1,4,2021-08-28 18:17:16,2021-08-28 18:17:56,1
2744,hJK6Hl5bJspC,17,,,1,67,28,2,1,14,7,2,3,2,4,2021-08-28 18:17:55,2021-08-28 18:18:47,1
2752,AKGkhfeeRgzl,23,,,2,63,27,2,1,12,2,2,3,2,4,2021-08-28 18:19:01,2021-08-28 18:19:43,1
2754,QJYBThNSsd0H,17,,,1,63,27,2,2,2,6,2,3,2,5,2021-08-28 18:19:02,2021-08-28 18:19:46,1
2811,KWFsfGlXdmyD,17,,,1,61,20,2,1,5,2,2,3,2,4,2021-08-28 18:26:35,2021-08-28 18:28:00,1
2812,vJ0A8ThYzNKR,15,,,1,46,28,2,1,1,5,2,3,2,1,2021-08-28 18:26:56,2021-08-28 18:28:10,1
2813,z3rDsYqdQefP,22,,,2,54,22,1,2,5,4,2,3,2,1,2021-08-28 18:27:07,2021-08-28 18:36:06,9
2823,aMVJqWtCjpKK,5,,,1,63,11,2,1,14,4,2,3,1,1,2021-08-28 18:28:57,2021-08-28 18:30:23,1
2827,wRaQGZPjHmCp,24,,,2,73,33,2,1,12,6,2,3,2,4,2021-08-28 18:29:18,2021-08-28 18:31:21,2
2830,6nxk52EFbz6m,17,,,1,62,43,2,1,5,2,2,3,2,4,2021-08-28 18:30:22,2021-08-28 18:31:07,1
2856,nbmE4yiCXrE7,17,,,1,65,11,3,2,6,6,2,3,2,5,2021-08-28 18:32:41,2021-08-28 18:33:31,1
2871,p1Mb7oLGneZ9,18,,,1,71,1,2,1,5,2,2,3,2,5,2021-08-28 18:34:33,2021-08-28 18:35:26,1
2877,pe5uyMD3jvff,18,,,1,71,13,3,1,14,6,2,3,2,1,2021-08-28 18:35:05,2021-08-28 18:36:32,1
2898,yWYlqVUcBddO,22,,,2,58,27,3,1,11,2,2,3,2,1,2021-08-28 18:37:34,2021-08-28 18:38:17,1
2901,m5BAiF92XsTL,17,,,1,61,13,1,2,5,6,2,3,2,1,2021-08-28 18:37:47,2021-08-28 18:39:04,1
2911,H5h30gUdcEfR,4,,,1,59,22,2,2,2,4,2,3,1,2,2021-08-28 18:38:44,2021-08-28 18:39:46,1
2914,76cA3SFUDohP,17,,,1,64,12,2,1,14,6,2,3,2,1,2021-08-28 18:39:25,2021-08-28 18:40:25,1
2920,U7C5wfgUu3Nr,11,,,2,65,11,3,1,14,2,2,3,1,1,2021-08-28 18:40:12,2021-08-28 18:41:16,1
2924,DTIYYydxxXmF,11,,,2,60,22,2,1,12,5,2,3,1,1,2021-08-28 18:40:39,2021-08-28 18:42:06,1
2939,Ntdgnvh9sPTA,24,,,2,71,27,1,2,14,2,2,3,2,4,2021-08-28 18:43:32,2021-08-28 18:45:54,2
2941,oirTnGxULnZd,21,,,2,44,40,2,1,12,3,2,3,2,6,2021-08-28 18:43:35,2021-08-28 18:44:52,1
2957,z9OnVyhrgE37,9,,,2,49,14,1,2,1,6,2,3,1,1,2021-08-28 18:45:14,2021-08-28 18:46:48,2
2969,GNyyylRie84V,15,,,1,44,13,1,2,1,7,2,3,2,1,2021-08-28 18:46:37,2021-08-28 18:49:26,3
2996,mIb6Vxg0O0ky,21,,,2,41,11,2,2,12,2,2,3,2,4,2021-08-28 18:51:03,2021-08-28 18:52:39,2
3013,LkaQ8cExrpcJ,22,,,2,50,11,1,2,14,2,2,3,2,4,2021-08-28 18:52:18,2021-08-28 18:53:56,2
3015,460TKVG5I75Q,8,,,2,30,25,2,2,11,6,2,3,1,1,2021-08-28 18:53:01,2021-08-28 20:28:27,95
3016,n6Pv75hy9ndx,16,,,1,58,14,1,2,2,2,2,3,2,5,2021-08-28 18:53:13,2021-08-28 18:55:36,2
3034,1j3BpjGcJzBS,18,,,1,72,27,2,1,14,1,2,3,2,1,2021-08-28 18:55:58,2021-08-28 18:57:27,1
3047,OKf5QEnS1AuX,1,,,1,22,13,1,2,1,4,2,3,1,5,2021-08-28 18:57:28,2021-08-28 19:10:33,13
3049,iEiYjC0CWZsQ,24,,,2,73,28,2,1,12,2,2,3,2,5,2021-08-28 18:57:36,2021-08-28 18:58:41,1
3055,sOsOVjGbn8x6,8,,,2,39,7,1,2,1,6,2,3,1,1,2021-08-28 18:58:24,2021-08-28 18:59:00,1
3061,SJJGnEzCbP7E,16,,,1,52,28,2,2,1,4,2,3,2,1,2021-08-28 18:59:11,2021-08-28 18:59:51,1
3087,yvpeXguvBjbi,2,,,1,30,20,1,2,1,2,2,3,1,1,2021-08-28 19:02:49,2021-08-28 19:03:53,1
3092,sSYUN5fbQ9lv,8,,,2,38,14,2,2,12,4,2,3,1,1,2021-08-28 19:03:30,2021-08-28 19:04:10,1
3096,Okpa1z82e6ZR,4,,,1,59,1,2,2,3,4,2,3,1,1,2021-08-28 19:03:45,2021-08-28 19:04:57,1
3098,2kNNYSMAAkyn,18,,,1,71,13,2,1,12,4,2,3,2,4,2021-08-28 19:04:19,2021-08-28 19:05:00,1
3103,7Ohkb5bdnrP4,24,,,2,70,20,2,1,12,2,2,3,2,5,2021-08-28 19:05:33,2021-08-28 19:06:19,1
3116,bRtHrL51Evar,8,,,2,31,8,1,2,6,2,2,3,1,1,2021-08-28 19:07:06,2021-08-28 19:08:01,1
3125,PsSspdYDcpQo,4,,,1,51,11,1,2,2,4,2,3,1,4,2021-08-28 19:07:58,2021-08-28 19:08:49,1
3126,jgB8EPyDNsaP,16,,,1,55,12,1,2,1,6,2,3,2,5,2021-08-28 19:08:06,2021-08-28 19:09:25,1
3137,7ngHKnXMS2fb,7,,,2,24,14,1,2,1,6,2,3,1,1,2021-08-28 19:10:43,2021-08-28 19:11:40,1
3140,YN3iE0Wm75yc,2,,,1,38,18,2,2,1,6,2,3,1,1,2021-08-28 19:11:10,2021-08-28 19:12:06,1
3143,a1Ml3ADGHxs3,2,,,1,31,8,2,1,4,7,2,3,1,1,2021-08-28 19:11:24,2021-08-28 19:12:33,1
3144,kWAkzjiWuJYn,24,,,2,71,10,3,1,14,2,2,3,2,4,2021-08-28 19:11:39,2021-08-28 19:12:24,1
3160,fBxQqfSoAdyg,17,,,1,61,1,1,2,15,2,2,3,2,5,2021-08-28 19:13:48,2021-08-28 19:15:01,1
3168,VWDoz4lgKcRS,16,,,1,50,17,1,2,14,2,2,3,2,5,2021-08-28 19:15:06,2021-08-28 19:15:49,1
3172,IwL8kwzM9wjP,10,,,2,50,27,3,1,4,4,2,3,1,1,2021-08-28 19:15:15,2021-08-28 19:16:19,1
3175,npYlZpqtcUMp,1,,,1,29,40,1,2,1,6,2,3,1,1,2021-08-28 19:15:59,2021-08-28 19:16:48,1
3182,qBlGZ88i9XMR,10,,,2,54,27,2,1,11,4,2,3,1,1,2021-08-28 19:17:47,2021-08-28 19:18:42,1
3201,Wl44oYzmQO96,1,,,1,25,24,1,2,1,7,2,3,1,1,2021-08-28 19:20:16,2021-08-28 19:23:00,3
3212,YKc0LXIuZo6c,18,,,1,73,13,2,2,14,6,2,3,2,4,2021-08-28 19:22:18,2021-08-28 19:23:31,1
3255,xSeIFU7MvNs3,8,,,2,34,12,2,1,12,6,2,3,1,1,2021-08-28 19:27:44,2021-08-28 19:28:22,1
3266,Z5eKVwKr5aeq,17,,,1,64,41,2,1,11,2,2,3,2,1,2021-08-28 19:28:37,2021-08-28 19:30:32,2
3275,2Z8qaq9l1qiw,24,,,2,73,1,2,1,12,5,2,3,2,5,2021-08-28 19:30:08,2021-08-28 19:31:26,1
3277,YtUycBLaqgn4,1,,,1,29,8,1,2,7,2,2,3,1,4,2021-08-28 19:30:19,2021-08-28 19:32:39,2
3282,vPuQaDIQpAAM,4,,,1,54,31,2,1,1,6,2,3,1,4,2021-08-28 19:30:56,2021-08-28 19:31:47,1
3283,Wv3SQBK7WzR2,22,,,2,57,23,2,1,11,2,2,3,2,1,2021-08-28 19:30:58,2021-08-28 19:31:49,1
3284,b43Jc8pczr4T,7,,,2,20,12,1,2,13,2,2,3,1,1,2021-08-28 19:31:19,2021-08-28 19:32:15,1
3287,FRB0mq0AmHR7,1,,,1,25,30,1,2,14,6,2,3,1,1,2021-08-28 19:31:53,2021-08-28 19:32:25,1
3306,2OK5F1UgQWJe,22,,,2,58,26,2,1,11,5,2,3,2,4,2021-08-28 19:35:00,2021-08-28 19:35:54,1
3315,v8ZRa8gDVdgh,15,,,1,45,15,2,1,15,2,2,3,2,1,2021-08-28 19:35:27,2021-08-28 19:36:11,1
3327,2gGnBK53eL7k,16,,,1,50,1,1,2,1,4,2,3,2,5,2021-08-28 19:37:16,2021-08-28 19:38:10,1
3335,xXSygiGjQ62o,17,,,1,61,28,1,2,3,6,2,3,2,4,2021-08-28 19:37:39,2021-08-28 19:38:38,1
3338,5i95xDW0GMMf,16,,,1,57,27,1,2,1,4,2,3,2,5,2021-08-28 19:37:54,2021-08-28 19:38:36,1
3354,e9tevLgiDp3b,16,,,1,56,27,2,1,2,6,2,3,2,4,2021-08-28 19:39:59,2021-08-28 19:40:46,1
3355,qqo4pDeJsdmO,21,,,2,43,26,1,2,14,5,2,3,2,1,2021-08-28 19:40:16,2021-08-28 19:40:48,1
3356,hW4S7bnlCYmz,11,,,2,61,37,1,2,1,5,2,3,1,1,2021-08-28 19:40:29,2021-08-28 19:41:26,1
3373,TEm1oYA0sZLS,5,,,1,67,1,1,2,8,2,2,3,1,4,2021-08-28 19:42:18,2021-08-28 19:43:15,1
3378,oCY7QcAI2Phm,18,,,1,75,12,3,1,14,2,2,3,2,4,2021-08-28 19:43:27,2021-08-28 19:44:23,1
3392,nM8qIJjFk6Az,5,,,1,63,27,2,1,14,6,2,3,1,4,2021-08-28 19:44:36,2021-08-28 19:45:36,1
3397,egPPA8zqb0X1,11,,,2,60,12,3,1,1,7,2,3,1,4,2021-08-28 19:44:58,2021-08-28 19:46:12,1
3402,T4DYFrfQs3es,5,,,1,63,14,2,1,6,6,2,3,1,4,2021-08-28 19:46:02,2021-08-28 19:46:59,1
3410,kN2XHCYZ58NE,4,,,1,51,40,1,2,1,6,2,3,1,1,2021-08-28 19:46:55,2021-08-28 19:48:13,1
3413,G2mPRtddXaev,11,,,2,61,9,2,1,12,2,2,3,1,1,2021-08-28 19:47:03,2021-08-28 19:48:01,1
3419,S2gJqPgDuyRM,24,,,2,70,34,2,1,12,4,2,3,2,4,2021-08-28 19:48:08,2021-08-28 19:49:11,1
3430,TgnorbFC8Tbe,24,,,2,73,40,2,1,12,5,2,3,2,4,2021-08-28 19:49:35,2021-08-28 19:50:28,1
3440,li5bcmwoeD4f,24,,,2,72,13,3,2,14,5,2,3,2,1,2021-08-28 19:50:59,2021-08-28 19:52:58,2
3459,NvB3z9tPhCot,8,,,2,31,23,2,1,1,2,2,3,1,1,2021-08-28 19:53:06,2021-08-28 19:53:54,1
3468,vh0JqzHOqGnw,17,,,1,63,12,1,2,14,7,2,3,2,4,2021-08-28 19:54:19,2021-08-28 19:55:50,2
3470,YcXxEsar9186,24,,,2,74,1,2,1,12,2,2,3,2,4,2021-08-28 19:54:39,2021-08-28 19:55:21,1
3481,71IDMOvAdWoY,4,,,1,51,22,2,1,1,7,2,3,1,1,2021-08-28 19:56:31,2021-08-28 19:57:26,1
3483,uY4mEhYNxvJF,11,,,2,60,23,3,2,14,4,2,3,1,1,2021-08-28 19:56:48,2021-08-28 19:57:49,1
3485,BNyQMYeZr2wO,10,,,2,57,12,2,1,12,6,2,3,1,4,2021-08-28 19:57:14,2021-08-28 19:58:30,1
3488,474TKpuAKViS,24,,,2,77,43,2,1,12,2,2,3,2,4,2021-08-28 19:57:27,2021-08-28 19:58:49,1
3491,GpPEcBixYB6C,7,,,2,29,40,2,1,7,6,2,3,1,1,2021-08-28 19:58:15,2021-08-28 19:59:02,1
3518,XhZYQmCgyaPe,1,,,1,28,7,2,1,1,6,2,3,1,1,2021-08-28 20:01:44,2021-08-28 20:02:34,1
3526,o1j6Eqcgcj7D,9,,,2,42,1,1,2,5,6,2,3,1,4,2021-08-28 20:02:54,2021-08-28 20:03:41,1
3538,cTcp44qvSP5x,2,,,1,30,13,1,2,1,6,2,3,1,1,2021-08-28 20:03:33,2021-08-28 20:04:19,1
3542,sWCAl25OiH8z,24,,,2,78,13,2,1,14,2,2,3,2,2,2021-08-28 20:03:39,2021-08-28 20:05:44,2
3548,AJZnFNwvGR81,11,,,2,61,12,3,1,14,2,2,3,1,4,2021-08-28 20:03:54,2021-08-28 20:04:34,1
3552,fjXyskppIE7N,18,,,1,76,13,2,2,14,2,2,3,2,4,2021-08-28 20:04:07,2021-08-28 20:06:03,2
3554,BzUfogf0hckC,17,,,1,61,14,1,2,14,2,2,3,2,1,2021-08-28 20:04:16,2021-08-28 20:05:38,1
3568,U1qUGBjlEANe,17,,,1,62,13,2,1,3,6,2,3,2,5,2021-08-28 20:05:40,2021-08-28 20:06:23,1
3577,4LGvKdUoGInX,21,,,2,42,23,1,2,14,1,2,3,2,1,2021-08-28 20:06:53,2021-08-28 20:09:01,2
3591,i8i7iDXb5s7C,3,,,1,42,14,1,2,1,2,2,3,1,5,2021-08-28 20:07:47,2021-08-28 20:08:16,0
3595,Rn8lZQdSyHMd,16,,,1,51,27,1,2,6,6,2,3,2,1,2021-08-28 20:07:58,2021-08-28 20:08:53,1
3596,FM3YScLHkT0L,24,,,2,74,11,2,2,14,7,2,3,2,5,2021-08-28 20:08:06,2021-08-28 20:09:14,1
3597,yEUNUOJwErYS,16,,,1,51,13,1,2,14,2,2,3,2,1,2021-08-28 20:08:07,2021-08-28 20:09:37,2
3602,EhcCTZR5BwLu,8,,,2,34,34,2,1,12,6,2,3,1,1,2021-08-28 20:08:28,2021-08-28 20:09:08,1
3605,pH45SvJVm5lB,8,,,2,32,42,2,1,12,6,2,3,1,1,2021-08-28 20:09:04,2021-08-28 20:09:57,1
3608,52XsDlYjarrr,4,,,1,54,23,2,1,1,6,2,3,1,4,2021-08-28 20:09:22,2021-08-28 20:10:10,1
3627,DvGJSLtUg3KC,16,,,1,59,7,1,2,5,2,2,3,2,4,2021-08-28 20:10:50,2021-08-28 20:12:42,2
3631,oJefYF7dCyA2,18,,,1,71,13,2,1,14,6,2,3,2,4,2021-08-28 20:11:08,2021-08-28 20:12:01,1
3632,Dy9Kv9PWLumE,8,,,2,35,34,2,1,1,4,2,3,1,1,2021-08-28 20:11:19,2021-08-28 20:12:55,2
3645,ADZBPxo0dekt,22,,,2,52,26,1,2,1,6,2,3,2,5,2021-08-28 20:12:55,2021-08-28 20:13:28,1
3675,87efapwRhqzX,3,,,1,40,15,2,1,1,4,2,3,1,1,2021-08-28 20:15:18,2021-08-28 20:16:19,1
3679,RIUQaiIl7C7E,24,,,2,71,26,2,1,12,5,2,3,2,4,2021-08-28 20:15:40,2021-08-28 20:17:47,2
3680,RRlTP1MIyVXI,18,,,1,70,23,2,2,15,6,2,3,2,5,2021-08-28 20:15:51,2021-08-28 20:16:46,1
3681,TgvhiUY2UX9D,18,,,1,73,25,3,1,6,6,2,3,2,4,2021-08-28 20:16:08,2021-08-28 20:16:54,1
